"ID_ZALICZENIA","ID_PRZED","NR_ALBUMU","NR_WYKL","ID_SALA","OCENA","ID_TERMIN"
3526,5,4392,37,9,3,7139
3527,3,1242,32,6,5,4777
3528,6,1225,14,6,5,7451
3529,9,5063,30,4,2,7174
3530,9,7478,40,11,4,3856
3531,5,7955,64,13,5,6830
3532,6,1732,30,3,3,7231
3533,10,7975,77,7,3,2928
3534,5,7348,41,4,5,5900
3535,3,2849,26,13,4,2011
3536,1,1358,23,14,4,2380
3537,5,1829,80,10,2,6157
3538,9,3090,25,14,2,6699
3539,10,6661,78,10,5,4029
3540,9,2483,50,12,2,2187
3541,10,9655,52,15,5,7955
3542,4,1561,12,10,3,3963
3543,3,7226,3,13,3,521
3544,9,1179,60,2,5,1402
3545,3,4939,47,4,4,6016
3546,10,4062,18,15,2,8259
3547,3,7891,67,14,4,3080
3548,6,6486,86,6,5,3490
3549,8,5357,14,8,4,790
3550,8,1487,90,15,3,7223
3551,4,3919,12,12,3,8029
3552,6,3247,27,9,2,1671
3553,7,1423,4,14,2,1478
3554,7,8259,18,4,3,432
3555,8,2070,19,2,5,9678
3556,2,10779,49,1,2,4420
3557,10,5598,58,10,4,9108
3558,1,1916,38,5,5,2038
3559,2,7452,51,9,2,2917
3560,9,9946,68,4,3,1288
3561,1,7042,58,14,5,1483
3562,10,8903,22,13,4,6913
3563,1,5804,31,7,3,2646
3564,3,8100,31,3,5,2817
3565,2,6076,65,9,3,9645
3566,8,8041,41,12,4,3564
3567,1,1244,86,1,5,4120
3568,7,7243,61,8,3,8109
3569,4,8713,78,4,2,9261
3570,10,2451,96,2,3,8055
3571,10,6671,65,7,5,4682
3572,8,3646,54,6,4,6899
3573,2,1100,41,1,5,3060
3574,6,3246,60,5,4,5539
3575,3,9196,22,13,2,1137
3576,7,7123,89,2,4,7274
3577,3,4070,37,2,3,887
3578,7,1725,52,6,4,1358
3579,3,6122,23,11,2,9153
3580,9,8954,96,9,2,1453
3581,3,2433,54,1,4,2884
3582,10,9408,97,9,4,7237
3583,1,9655,99,5,3,505
3584,7,2175,59,3,4,3316
3585,3,5327,12,5,4,9082
3586,5,2302,43,6,4,9532
3587,5,2347,30,7,5,8155
3588,3,2823,97,11,3,1823
3590,8,8633,18,1,3,3132
3591,6,1992,25,7,5,98
3592,6,3489,11,7,4,3763
3593,6,9797,26,3,4,9483
3594,4,6876,78,1,4,3301
3595,6,5195,40,8,3,2105
3596,2,9221,77,11,2,4070
3597,9,4966,37,11,4,4367
3598,1,1247,35,8,2,7100
3599,1,10698,64,4,4,2102
3600,4,3495,84,15,3,4117
3601,8,2541,100,3,2,1097
3602,1,5664,78,7,2,557
3603,5,2662,74,4,3,1067
3604,4,7843,59,7,5,5903
3605,8,5102,26,1,4,7669
3606,9,5146,83,4,5,645
3607,3,5402,66,12,2,3101
3608,6,6608,86,4,3,1895
3609,3,7082,10,10,2,4784
3610,5,7632,62,15,2,7712
3611,5,4473,57,6,5,9431
3612,2,10832,38,13,2,3298
3613,1,2329,98,5,3,9962
3614,2,1649,83,4,5,370
3615,9,10578,65,9,3,8704
3616,7,7757,29,15,4,4017
3617,1,1471,64,3,2,9646
3618,8,5013,3,12,2,8367
3619,3,4894,32,7,4,8045
3621,8,5626,100,6,2,7622
3622,2,5325,96,2,4,7631
3623,5,5438,33,14,4,9336
3624,6,10493,82,10,3,8757
3625,8,9377,98,1,5,3491
3626,7,4197,65,2,3,3753
3627,1,10528,95,12,4,4678
3628,6,4776,40,3,2,4146
3629,7,9317,77,12,3,8899
3630,6,10436,45,5,2,3216
3631,9,4874,17,4,2,8007
3632,4,2144,88,10,2,5171
3633,9,2322,94,2,4,9645
3634,8,9993,36,15,3,8735
3635,5,7853,37,9,5,7650
3636,5,4001,90,3,2,6269
3637,6,1997,31,2,5,1461
3638,1,6942,65,14,3,9696
3639,5,10242,21,6,2,1717
3640,10,6820,32,6,2,913
3641,1,5782,64,9,4,7103
3642,9,9927,59,10,4,5003
3643,5,9822,62,12,2,8047
3644,2,5176,98,5,2,1014
3645,1,8278,19,7,3,7818
3646,9,7570,76,4,5,3014
3647,8,9856,16,6,5,2274
3648,6,6377,7,9,4,7494
3649,4,6960,56,11,5,3862
3650,2,1047,73,11,5,7051
3651,1,3679,56,5,3,8716
3652,4,5852,10,9,5,1630
3653,3,9779,22,9,3,8552
3654,2,2856,98,12,5,5717
3655,5,3456,91,3,2,4816
3656,10,1151,63,13,3,7778
3657,2,1349,2,4,4,4916
3658,4,7730,28,9,4,5439
3659,7,6525,57,12,5,2593
3660,5,10348,92,11,2,619
3661,10,4088,10,8,5,9336
3662,8,1704,25,2,4,393
3663,8,6925,23,7,5,8419
3664,3,1446,50,6,5,7690
3665,10,6087,80,1,4,9813
3666,5,10301,96,5,4,2725
3667,3,9890,26,8,2,7258
3668,10,2569,21,11,5,3157
3669,3,1576,96,2,3,3500
3670,2,9145,71,1,4,5067
3671,3,1460,86,2,3,3723
3672,7,1533,20,10,5,3510
3673,4,2698,43,14,3,9343
3674,4,10097,23,3,5,3619
3675,3,6169,13,10,2,592
3676,1,4417,71,2,5,7502
3677,3,10743,43,11,4,2293
3678,7,5139,100,10,5,7176
3679,8,9072,34,1,5,7492
3680,8,7202,11,12,2,9087
3681,9,3378,52,8,4,5482
3682,10,7173,3,1,3,2939
3683,5,10928,58,9,4,3683
3684,2,7061,51,4,2,6126
3685,7,3673,99,5,3,7915
3686,8,2380,11,8,2,9236
3687,10,4652,91,15,3,9254
3688,7,9511,74,10,2,4064
3689,10,2658,26,4,3,8131
3690,5,7426,65,14,4,7381
3691,9,2224,25,1,2,8740
3692,3,6723,82,13,2,4444
3693,8,1520,62,5,4,1756
3694,3,8909,89,2,3,8872
3695,7,2339,96,15,4,3903
3696,8,9466,24,7,5,5140
3697,3,1389,50,5,5,1466
3698,9,2189,23,7,4,3899
3699,9,7141,89,10,3,4738
3700,4,9051,46,4,5,5324
3701,5,6960,14,15,5,7431
3702,7,5180,23,6,3,2876
3703,9,5281,62,5,2,1999
3704,9,10699,64,10,3,8512
3705,8,1032,45,13,4,486
3706,10,4687,86,6,4,5162
3707,8,4028,45,3,2,3533
3708,9,5308,45,7,4,9639
3709,5,8045,84,1,2,4393
3710,2,6995,4,15,4,8811
3711,3,8355,14,10,5,7727
3712,7,3177,24,12,3,4742
3713,2,10917,53,8,2,3533
3714,7,6335,88,13,3,424
3715,10,6095,6,10,4,525
3716,9,7079,44,6,4,7161
3717,1,1403,53,12,3,8377
3718,8,9159,27,11,5,320
3719,9,9346,29,9,4,5377
3720,1,3172,89,15,3,6042
3722,8,5317,74,15,4,2567
3723,10,7657,6,10,2,4948
3724,10,7514,25,8,2,3522
3725,7,2812,51,5,4,1506
3726,3,4304,88,9,5,4743
3728,5,7884,12,15,5,9619
3729,7,7524,4,8,3,8966
3730,6,2392,98,6,2,8275
3731,5,4008,10,14,2,5728
3732,8,9270,72,12,2,8906
3733,2,3973,51,12,3,2786
3734,9,4247,91,5,3,9947
3736,9,5535,18,12,4,2529
3737,4,1054,55,13,3,3869
3738,1,1696,13,8,5,2404
3739,4,8965,92,7,2,5579
3740,7,1817,92,5,3,7600
3741,6,8024,20,11,3,4768
3742,4,1074,42,4,4,5000
3743,9,3768,7,14,4,4264
3744,2,1982,58,13,4,948
3745,4,7880,17,11,3,3868
3746,2,8037,16,2,3,2185
3747,2,3052,9,11,3,6427
3748,7,1859,59,14,5,7992
3749,2,9178,46,15,5,980
3750,4,6361,78,15,2,4026
3751,6,8307,62,2,4,7239
3752,9,1879,61,13,2,9057
3753,5,10742,71,11,2,9975
3754,7,5548,26,6,3,2063
3755,9,6970,14,2,5,5416
3756,10,8532,48,11,4,2447
3757,6,6941,20,5,4,4950
3758,1,10100,10,10,2,3377
3759,4,10486,48,1,2,7563
3760,4,1995,32,9,5,5389
3761,1,7852,3,1,4,3177
3762,6,10096,63,8,2,2432
3763,5,1736,38,15,3,9533
3764,1,6491,71,2,2,44
3765,6,8598,9,2,5,9887
3766,8,2393,86,3,3,9555
3767,8,6732,74,3,2,8833
3768,3,7225,53,3,5,9516
3769,4,2828,74,7,2,4943
3770,3,6821,54,4,5,8585
3771,1,4708,25,7,2,9467
3772,2,8247,89,10,4,9781
3773,8,5080,49,10,3,4866
3774,7,10385,88,7,5,7317
3775,2,9264,55,10,3,4390
3776,7,7904,94,15,2,4019
3777,10,1228,62,1,3,5331
3778,8,6933,71,12,3,3957
3779,2,10888,81,6,4,5724
3780,3,3513,14,10,3,9055
3781,1,8293,8,12,5,473
3782,10,4355,45,7,4,6678
3783,5,9695,28,14,3,5650
3784,3,9040,3,7,5,3293
3785,9,8317,8,12,5,5883
3786,8,7895,89,5,3,6339
3787,6,10560,24,3,5,9457
3788,10,5343,9,1,2,5284
3789,5,2275,100,5,3,6382
3791,10,8867,83,4,3,9008
3792,5,7160,74,8,5,8085
3793,2,5732,53,13,3,2290
3794,4,10098,44,6,5,6119
3795,9,10152,7,5,3,8681
3796,1,8505,55,5,3,1037
3797,10,7236,67,4,4,3029
3798,1,9091,20,4,2,6012
3799,6,6057,96,3,3,4129
3800,6,5592,53,13,4,7050
3801,2,9843,68,9,3,7862
3802,3,10734,59,3,3,9735
3803,9,4330,24,8,5,5705
3804,10,7607,70,15,4,7093
3805,7,7180,6,2,4,5879
3806,2,3568,88,13,4,6634
3807,3,8603,86,12,2,6173
3808,5,9216,22,6,4,9740
3809,6,3312,94,15,5,9451
3810,9,9634,42,9,2,9728
3811,2,1027,92,9,2,976
3812,5,4808,55,4,2,6145
3813,2,10782,26,1,2,10
3814,1,5381,66,12,4,8793
3815,5,6917,25,12,2,800
3816,4,3086,93,4,5,5782
3817,4,2332,36,9,2,1326
3818,4,7734,91,14,4,683
3819,5,2734,40,3,5,4150
3820,10,10812,67,1,3,6615
3821,10,8157,77,11,3,55
3822,4,7994,19,12,2,3740
3823,7,3987,44,15,4,4785
3824,4,5219,85,9,3,8533
3825,10,5836,72,13,4,9361
3826,2,7713,56,2,3,1060
3828,3,10225,93,10,3,9527
3829,6,4222,73,8,5,4582
3830,1,2837,85,1,5,4365
3831,8,9793,48,7,5,8153
3832,8,3277,66,4,3,8262
3833,8,5443,83,4,2,350
3834,4,4442,50,4,2,5275
3835,6,9767,49,8,4,400
3836,1,3848,17,2,3,5012
3837,6,9316,71,9,3,6510
3838,3,6495,48,8,2,7785
3839,9,9128,82,14,3,6263
3840,4,3629,3,12,3,3441
3841,3,3301,47,2,4,5305
3842,4,9578,59,15,3,473
3843,6,1741,61,11,3,6556
3844,9,1617,77,15,5,4835
3845,2,7858,48,13,3,8348
3846,1,8319,31,13,4,4712
3847,4,7398,92,8,2,53
3848,8,2578,37,15,4,4373
3849,8,3972,25,14,5,5039
3850,1,10568,44,6,4,6799
3851,3,1074,23,13,2,8928
3852,6,1786,78,4,5,7763
3853,10,1996,74,13,5,2065
3854,4,9932,95,5,3,8907
3855,9,3062,79,2,5,8930
3856,10,9115,93,4,2,6420
3857,9,9206,99,3,3,7108
3858,2,6459,51,13,4,7517
3859,8,9603,9,5,4,4199
3860,4,6243,59,5,4,4932
3861,6,5670,55,12,2,1061
3862,8,9550,85,1,5,1029
3863,6,6899,85,3,4,1709
3864,10,9880,81,12,2,5232
3865,10,2748,58,11,3,1087
3866,4,7450,9,7,4,4295
3867,9,2123,73,6,2,4539
3868,9,4764,8,5,2,233
3869,3,3282,28,10,2,8465
3870,6,1949,7,4,2,5161
3871,7,8216,56,15,3,9704
3872,1,7496,94,15,4,9922
3873,10,7626,36,3,2,1580
3874,8,3902,80,15,2,641
3875,4,7093,28,11,5,2103
3876,9,5587,36,5,5,9440
3877,10,4692,50,6,3,2168
3878,6,7072,63,10,2,9486
3879,2,10370,77,9,2,6110
3880,9,3980,34,9,5,4204
3881,2,5829,86,7,4,9297
3882,9,1934,5,7,3,5861
3883,10,6861,83,3,2,54
3884,2,5754,43,3,5,2302
3885,9,1728,40,1,2,2661
3886,9,6846,1,3,5,8582
3887,8,1883,69,9,4,5545
3888,7,4785,90,6,2,8575
3889,7,7327,42,7,5,8315
3890,5,10320,57,9,4,7048
3891,10,1230,1,2,4,3438
3892,4,9710,43,7,2,1581
3893,6,8809,41,9,5,9601
3894,4,9055,40,10,2,5860
3895,4,2768,37,13,4,4440
3896,1,7960,48,6,4,3802
3897,7,9261,73,9,2,5374
3898,7,4942,35,7,4,6437
3899,6,3829,86,5,2,1535
3900,3,7808,17,1,5,354
3901,6,4707,49,12,3,1859
3902,6,5755,9,9,5,9242
3903,3,3467,33,14,3,5869
3904,7,4977,22,6,5,8507
3905,7,1345,69,2,3,4323
3906,1,9198,43,14,4,7174
3907,8,7739,21,9,3,3735
3908,4,5712,100,6,3,3993
3909,10,9730,61,13,5,4066
3910,9,9736,25,5,3,7213
3911,9,9352,44,1,2,7690
3912,1,7643,24,8,2,8788
3913,6,1903,87,5,5,1828
3914,1,6455,8,11,2,6151
3915,2,3566,42,4,3,8648
3916,9,3819,64,7,5,6738
3917,5,1080,57,3,4,8923
3918,3,8352,71,14,4,9663
3919,7,3923,24,2,4,2065
3920,3,5717,56,7,3,2926
3921,4,10778,97,7,3,9839
3922,7,1378,91,9,4,371
3923,4,9976,3,14,5,1453
3924,6,8611,99,8,5,3287
3925,8,8602,96,14,3,9560
3927,10,7095,75,3,3,1769
3928,8,10766,33,11,4,6182
3929,7,7798,40,13,3,2230
3930,10,6005,92,6,5,9978
3931,7,9013,54,5,5,6791
3932,10,6711,87,11,4,9743
3933,5,4666,59,7,4,4140
3934,7,8280,2,14,2,1906
3935,2,9088,3,3,5,640
3936,1,6231,90,2,2,1666
3937,10,7704,70,12,4,9795
3938,4,2905,86,4,4,7302
3939,5,6289,12,12,5,6709
3940,8,4581,77,15,5,6234
3941,5,4941,3,8,4,5665
3943,5,8121,53,4,3,6387
3944,8,3759,79,5,3,2538
3945,8,9457,40,3,4,7590
3946,7,1460,11,9,4,8479
3947,7,3558,38,10,3,2791
3948,7,1070,30,3,3,7895
3949,4,7509,18,7,5,6792
3950,10,5057,64,14,5,839
3951,4,9662,38,9,3,8711
3952,7,2198,28,12,4,1236
3953,8,5125,44,6,4,144
3954,9,10239,79,7,5,8816
3955,2,1409,99,10,4,9555
3956,1,10114,93,15,5,5186
3957,5,4311,66,9,5,1881
3958,4,3864,16,11,2,808
3959,5,9018,96,13,2,1688
3960,8,1946,6,9,3,8137
3961,6,9145,11,10,3,1917
3962,1,9808,100,10,5,3001
3964,4,4527,14,5,2,10
3965,4,2181,68,14,3,3639
3966,7,5093,71,10,4,3754
3967,7,1560,96,2,5,6303
3968,1,9355,32,13,2,5600
3969,2,4975,27,11,5,6171
3970,4,9135,24,14,2,4673
3971,7,6277,49,5,5,3756
3972,9,10021,47,8,5,1472
3973,6,9668,50,5,2,5323
3974,5,8097,17,1,3,4708
3975,7,9477,4,9,4,8650
3976,1,3818,23,1,5,5792
3977,2,7195,22,9,5,4645
3978,7,9621,53,7,2,3043
3979,3,3957,25,8,3,8436
3980,2,6787,6,2,2,8561
3981,5,2934,96,5,4,4024
3983,5,3867,58,4,2,976
3984,5,5812,4,7,5,694
3985,6,9633,76,12,4,922
3986,10,2791,42,14,2,8247
3987,6,9064,25,4,5,9594
3988,4,9482,84,8,2,4350
3989,7,4288,89,10,5,4640
3990,6,2895,93,1,3,9936
3991,3,2214,74,2,5,2995
3992,1,3211,85,8,4,3961
3993,2,3988,63,12,2,2252
3994,4,6590,64,10,5,5427
3995,9,6922,47,10,4,6696
3996,1,2072,34,10,3,5074
3997,8,4949,50,1,5,872
3998,2,3938,26,15,4,3374
3999,8,9731,35,8,2,9775
4000,3,6749,83,4,5,3845
4001,3,6903,33,9,5,7186
4002,2,2706,85,3,4,3188
4003,10,2055,88,3,3,2202
4004,10,1278,63,15,2,7366
4005,6,6344,32,1,4,4692
4006,2,2912,97,8,4,1432
4007,9,4923,37,5,5,273
4008,2,7434,49,13,2,4980
4009,6,10702,11,14,2,1983
4010,9,7097,13,9,3,7211
4011,9,5978,42,8,4,3373
4012,5,2042,71,10,5,9898
4013,2,8908,90,9,2,3012
4014,5,5394,6,13,2,1026
4015,3,3099,63,11,5,6183
4016,5,10513,26,14,2,3769
4017,8,9453,15,1,2,9097
4018,9,5163,97,15,5,8130
4019,10,2430,50,9,4,2574
4020,8,3548,84,11,3,2417
4021,3,1670,16,15,5,4794
4022,2,9759,21,10,4,6378
4023,6,3630,70,9,3,9706
4024,5,3170,37,7,4,2877
4025,6,10103,70,6,3,2686
4026,10,10256,70,4,4,9904
4027,7,5855,65,10,3,5499
4028,8,10099,44,2,2,4018
4029,3,4489,48,8,3,7614
4030,4,7214,1,4,2,7545
4031,2,8528,96,6,4,8033
4032,9,6172,64,15,2,8130
4033,5,10416,2,12,2,9885
4034,5,5024,18,10,2,9184
4035,5,7832,10,3,4,3601
4036,8,10720,55,10,4,8570
4037,8,2520,79,1,2,4053
4038,5,7559,56,4,2,5492
4039,7,7964,1,7,3,3395
4040,5,3871,59,4,4,2108
4041,3,9738,69,7,4,3015
4042,10,8945,9,9,5,3179
4043,3,7206,37,15,3,6279
4044,2,4562,45,1,3,8397
4045,7,9175,88,1,2,1879
4046,4,6466,33,5,4,3481
4047,8,2109,71,4,5,2028
6819,5,5793,69,4,2,7656
6820,4,4818,14,1,2,8522
6821,5,2416,70,9,3,5096
6822,2,9644,51,15,5,4817
6823,7,4239,60,4,5,5904
6824,6,7890,94,1,5,2912
6825,6,9980,28,10,5,2185
6826,2,3795,40,13,4,4411
6827,7,8957,74,10,4,8191
6828,4,6634,83,12,4,8340
6829,3,3155,6,10,4,4121
6830,9,5406,17,8,4,7588
6831,7,1697,93,3,2,7896
6832,5,2285,76,7,4,6548
6833,3,9201,3,10,3,8965
6834,10,10477,4,11,2,3696
6835,9,3963,80,3,5,7224
6836,2,3352,1,5,5,9445
6837,2,3131,23,14,4,8773
6838,3,1658,92,10,2,7609
6839,1,4502,2,2,2,6265
6840,8,8946,16,2,3,2587
6841,3,1152,69,13,4,5875
6842,2,10778,98,12,3,8468
6843,1,10214,35,3,3,6858
6844,2,5883,73,4,3,5397
6845,3,1627,53,3,3,838
6846,6,6665,45,5,2,1291
6847,10,7881,59,6,3,3363
6848,1,1824,96,8,4,1553
6849,8,6670,55,14,4,4290
6850,9,8705,42,5,4,4305
6851,3,6153,66,14,5,701
6852,8,10420,54,5,4,5252
6853,5,3816,52,6,5,9014
6854,2,7970,33,5,5,3441
6855,5,2855,75,5,3,2141
6856,6,9735,32,8,4,6427
6857,4,10335,36,8,2,7768
6858,1,10346,3,3,2,9897
6859,6,1616,24,2,4,9470
6860,2,8785,16,7,2,3779
6861,10,10261,51,14,4,690
6862,5,6013,26,10,2,7166
6863,7,1707,68,4,3,4023
6864,4,7382,2,11,4,6132
6865,6,9093,73,15,4,7701
6866,4,1180,21,12,2,6824
6867,4,4983,70,5,3,1197
6868,4,7298,21,12,3,141
6869,1,10068,56,2,5,9108
6870,9,10800,78,10,5,9984
6871,4,5327,96,1,3,6864
6872,2,1101,48,5,4,7396
6873,7,10643,19,4,4,9031
6874,8,9454,78,3,5,7433
6875,5,2696,14,4,5,3999
6876,8,3575,23,3,3,7954
6877,2,3083,14,10,4,2913
6878,5,4660,1,15,2,6704
6879,10,7536,85,9,4,2879
6880,8,10491,64,12,2,8280
6881,10,1423,12,10,2,8651
6882,6,10777,24,11,5,9585
6883,1,2464,1,11,5,9170
6884,10,5679,46,6,5,5211
6885,4,10812,49,11,4,9902
6886,6,10800,35,14,5,6672
6887,1,1882,19,3,5,6992
6888,10,3985,34,14,3,5004
6889,1,1162,65,9,3,2036
6890,1,4324,69,2,4,180
6891,7,4682,48,6,4,9684
6892,2,2730,10,5,3,7691
6893,9,6955,16,10,5,154
6894,1,8059,55,11,3,7752
6895,10,7591,1,14,3,3157
6896,8,2028,65,2,2,6138
6897,10,9465,8,9,4,5171
6898,8,7638,69,6,5,109
6899,1,6161,26,7,5,2680
6900,4,4406,22,3,4,4705
6901,2,9867,46,15,2,1663
6902,8,3278,7,9,5,734
6903,3,3203,84,7,2,7745
6904,2,1662,93,5,2,7674
6905,10,8479,54,2,4,9263
6906,7,6711,22,11,3,2337
6908,8,3669,13,4,2,8364
6909,8,8704,75,1,5,780
6910,4,6319,21,12,4,6251
6911,8,9770,93,15,4,4169
6912,1,10565,57,13,5,3270
6913,4,9056,9,1,4,7046
6914,1,6494,74,2,2,8620
6915,7,9189,45,2,3,545
6916,2,7620,100,13,3,5993
6917,6,4829,32,15,5,2951
6918,9,1813,3,15,4,7639
6919,4,4103,46,6,3,8052
6920,9,10641,98,12,4,2364
6921,6,7118,66,8,4,593
6922,5,9538,82,7,5,539
6923,1,5754,90,4,5,1740
6924,4,9828,13,7,3,5659
6925,5,1926,97,7,3,1523
6926,3,8266,10,1,5,2575
6927,8,5781,68,2,4,581
6928,9,10353,13,10,2,6597
6929,7,8639,23,12,4,1254
6930,6,8668,68,5,4,4301
6931,5,2490,15,2,2,5560
6932,4,4372,33,9,5,9847
6933,7,3758,77,13,2,8392
6934,4,10147,27,10,2,973
6935,10,9153,2,6,5,8018
6936,7,5685,48,2,5,1104
6937,1,1636,69,11,3,341
6938,2,5219,1,14,2,5715
6939,5,2704,74,10,4,2886
6940,9,6068,61,6,4,4942
6941,6,10121,76,7,3,6487
6942,3,1113,96,1,5,7377
6943,5,6934,99,7,4,1598
6944,5,5356,16,12,2,8233
6945,2,6369,2,6,5,5131
6946,4,3149,23,13,5,9893
6947,5,3641,84,13,4,7957
6948,6,10594,67,5,3,1308
6949,3,10122,14,4,4,2962
6951,4,5758,7,15,4,2319
6952,5,3750,59,15,4,2146
6953,5,6795,19,1,2,603
6954,6,4148,38,15,4,9137
6955,6,5888,51,5,3,7850
6956,8,6336,9,12,3,8140
6957,8,10565,46,9,5,8072
6958,3,4712,60,2,4,8873
6959,8,6455,90,2,5,4123
6960,5,7379,82,1,4,7307
6961,5,4260,34,12,2,2338
6962,3,7870,30,15,5,3787
6963,3,9713,75,4,5,4740
6964,7,8891,80,4,5,319
6965,8,2030,11,7,2,404
6966,10,1632,10,13,4,7600
6967,9,4986,62,12,4,6027
6968,5,2737,15,7,5,7012
6969,2,5761,68,12,3,5926
6970,8,9538,59,12,3,1416
6971,2,10614,40,1,3,2521
6972,7,9188,66,6,5,1110
6973,2,10743,34,4,5,9016
6974,6,3171,26,3,3,4377
6975,1,1364,40,2,2,4253
6976,5,1185,44,4,4,6772
6977,4,4020,23,3,2,2864
6978,3,6409,54,8,3,3050
6979,7,3132,97,14,2,7179
6980,4,7035,55,12,4,6127
6981,2,3108,48,5,5,7095
6982,4,7239,42,9,4,1023
6983,6,2545,26,1,5,6867
6984,10,3745,77,10,2,9493
6985,1,1777,28,4,2,6374
6986,4,7017,82,4,4,6753
6987,10,1742,33,7,2,7575
6988,9,3805,78,13,3,3244
6989,10,4698,23,6,2,1599
6990,2,2005,30,10,4,3277
6991,2,9114,53,12,3,595
6992,10,3714,4,12,4,3877
6993,4,4651,77,9,5,5830
6994,5,1259,23,6,2,1858
6995,3,5111,93,12,5,5702
6996,1,3340,57,12,4,6141
6997,2,4282,73,7,5,7459
6998,8,2756,69,8,2,2628
6999,7,2926,68,5,5,3631
7000,8,9219,100,15,3,2132
7001,10,6102,63,13,3,9834
7002,3,6917,76,3,5,3250
7003,1,4115,43,4,4,6512
7004,7,7511,92,5,4,1771
7005,6,1001,35,13,5,7963
7006,2,10892,36,5,5,6355
7007,2,10005,70,1,4,3889
7008,10,4755,52,2,4,8771
7009,7,6086,92,6,3,19
7010,1,2512,9,5,2,5106
7011,8,10333,8,10,4,3511
7012,5,10876,49,15,4,180
7013,7,4363,54,8,2,61
7014,9,6276,92,8,2,8702
7015,6,3821,75,11,3,2552
7016,2,4338,84,6,5,6234
7017,9,8495,73,9,2,2719
7018,6,3090,41,15,2,6945
7019,3,6866,22,15,4,9910
7020,5,1085,17,15,3,5683
7021,1,6050,25,3,4,9192
7022,10,2771,87,12,4,4455
7023,8,5441,95,15,5,2076
7024,10,10079,96,13,5,5212
7025,7,2002,36,12,3,1925
7026,2,4052,84,1,3,8431
7027,5,2844,6,13,4,3924
7028,2,1127,99,10,2,210
7029,1,3299,92,8,5,5765
7030,8,3537,78,1,4,8135
7031,5,5340,8,3,4,2487
7032,9,4426,57,6,2,6212
7033,3,6645,94,12,2,7240
7034,10,7244,52,2,5,9257
7035,2,1782,41,9,5,1957
7037,3,8161,85,9,3,7074
7038,9,9493,100,8,4,3484
7039,4,4537,75,1,5,9054
7040,10,4963,78,3,3,2556
7041,4,2314,21,1,3,9973
7042,10,9635,19,1,4,5000
7043,2,2253,18,10,3,5880
7044,10,4728,43,9,2,8634
7045,6,4366,81,7,2,4491
7046,8,10423,13,3,3,5622
7047,7,9621,66,9,4,7561
7048,7,4792,52,9,3,6933
7049,6,6405,74,5,2,7663
7050,4,6975,38,11,2,9739
7051,7,3788,5,15,2,8958
7052,6,5597,41,4,5,1929
7053,7,5104,54,4,5,1456
7054,3,3823,59,2,3,4035
7055,9,9402,47,5,2,6811
7056,10,3818,76,9,4,3521
7057,8,10138,43,12,2,7828
7058,4,8360,59,8,3,2949
7059,3,1151,56,3,2,2648
7060,5,9899,25,13,5,9978
7061,3,6185,70,14,5,5606
7062,4,5492,55,10,2,1648
7063,7,1605,94,14,4,2790
7064,6,9160,16,10,3,9080
7065,6,3676,38,11,4,2559
7066,10,1207,27,9,3,7484
7067,1,2528,25,11,5,2786
7068,9,10640,91,9,4,4767
7069,5,6092,26,8,3,8717
7070,7,4334,31,9,5,8916
5052,1,10933,24,13,3,1990
5053,4,7680,98,15,5,9904
5054,8,8385,89,3,5,3488
5055,5,2733,45,3,2,3837
5056,5,9948,44,11,2,6785
5057,1,10833,22,11,3,2486
5058,9,8089,55,5,4,9876
5059,4,4681,75,11,3,3904
5060,5,3279,41,3,5,5673
5061,8,8740,55,7,4,1484
5062,8,5639,38,15,3,9653
5063,7,7582,7,10,3,1377
5064,2,4844,45,4,3,4628
5065,5,6624,73,15,4,800
5066,3,9559,31,6,4,1264
5067,6,7611,51,12,4,5756
5068,9,9517,87,6,5,3939
5069,8,9784,44,1,5,3579
5070,9,10767,35,14,5,4858
5071,1,8629,31,5,5,8317
5072,1,1909,95,1,4,1757
5073,2,5733,100,10,2,5831
5074,8,6734,14,14,2,9972
5075,6,1133,60,11,2,620
5076,6,7744,24,14,3,499
5077,7,4479,28,15,2,9394
5078,1,4367,47,10,2,6625
5079,8,4477,77,13,2,156
5080,3,10037,26,12,5,7319
5081,7,10675,24,13,5,6351
5082,8,8598,75,3,5,2174
5083,3,8793,54,2,3,944
5084,8,8294,2,1,4,5845
5085,6,1853,80,12,4,5996
5086,4,10049,63,6,4,9632
5087,7,5473,16,11,3,5544
5088,9,8525,2,14,3,4834
5089,4,10206,3,5,4,3398
5090,1,6614,18,12,2,8672
5091,2,7149,55,7,4,6433
5092,6,7391,50,7,3,7625
5093,10,1413,90,14,5,3310
5094,7,4842,100,3,5,1292
5095,8,2974,85,1,4,9640
5096,9,2171,28,10,4,2275
5097,2,10345,23,15,2,428
5098,3,5254,26,13,2,2156
5099,2,10161,13,13,3,4322
5100,4,3147,42,1,2,3283
5101,9,5931,62,8,2,5896
5102,10,6018,20,10,5,4339
5103,5,7022,53,5,2,8959
5104,3,3008,35,14,5,384
5105,8,7239,60,14,4,9128
5106,9,4590,7,8,3,9397
5107,10,3284,4,9,4,8156
5108,5,6761,43,14,3,3733
5109,10,6242,27,12,4,3969
5110,4,9938,93,6,5,8643
5111,6,4237,54,3,2,3571
5112,6,7963,84,11,4,5314
5113,4,7276,60,3,4,7741
5114,8,2836,72,1,5,2630
5115,3,8991,36,4,3,8306
