"ID_TERMIN","TERMIN","DATA_ID"
1230,"3",6
1231,"0",1459
1232,"1",1032
1233,"1",3522
1234,"1",1753
1235,"2",1862
1236,"3",1379
1237,"2",2052
1238,"3",2393
1239,"2",3348
1240,"3",1348
1241,"3",2251
1242,"1",2824
1243,"1",2437
1244,"0",1219
1245,"1",3390
1246,"0",3457
1247,"0",2046
1248,"1",671
1249,"3",1231
1250,"3",3290
1251,"2",1100
1252,"0",2563
1253,"1",1752
1254,"2",2145
1255,"0",3591
1256,"2",3443
1257,"2",1469
1258,"1",3313
1259,"0",257
1260,"0",1645
1261,"3",1070
1262,"3",780
1263,"3",3094
1264,"1",2955
1265,"1",3507
1266,"3",63
1267,"3",2572
1268,"3",3277
1269,"3",672
1270,"3",867
1271,"0",3474
1272,"1",1121
1273,"3",1393
1274,"0",2440
1275,"1",66
1276,"0",1421
1277,"0",444
1278,"1",313
1279,"3",3360
1280,"3",2624
1281,"3",2099
1282,"1",2156
1283,"0",1882
1284,"2",2502
1285,"2",1009
1286,"1",2849
1287,"3",1575
1288,"3",1075
1289,"0",2970
1290,"3",2400
1291,"2",138
1292,"1",2212
1293,"3",2461
1294,"0",1613
1295,"0",1119
1296,"3",3155
1297,"0",2115
1298,"0",3477
1299,"0",1658
1300,"3",3602
1301,"1",190
1302,"2",1120
1303,"3",2092
1304,"2",1932
1305,"3",941
1306,"2",3471
1307,"2",751
1308,"3",456
1309,"0",1444
1310,"2",1884
1311,"0",1367
1312,"0",488
1313,"2",1894
1314,"3",1310
1315,"3",288
1316,"2",115
1317,"1",2301
1318,"1",596
1319,"0",660
1320,"1",544
1321,"1",973
1322,"0",7
1323,"3",3108
1324,"2",2541
1325,"2",2006
1326,"3",1050
1327,"1",2268
1328,"0",625
1329,"2",2881
1330,"3",923
1331,"2",3169
1332,"2",1728
1333,"2",1536
1334,"2",3489
1335,"0",2196
1336,"1",2260
1337,"1",3583
1338,"0",3661
1339,"0",365
1340,"2",2246
1341,"0",1207
1342,"1",123
1343,"1",3106
1344,"3",676
1345,"0",2551
1346,"2",2704
1347,"3",3040
1348,"3",2234
1349,"2",1227
1350,"0",155
1351,"2",2606
1352,"0",1644
1353,"2",823
1354,"2",2549
1355,"3",1199
1356,"0",2823
1357,"1",3627
1358,"3",979
1359,"0",701
1360,"3",53
1361,"3",2062
1362,"0",2496
1363,"0",3632
1364,"0",2007
1365,"1",292
1366,"1",709
1367,"3",1143
1368,"0",1370
1369,"3",1193
1370,"0",1235
1371,"0",3436
1372,"1",1781
1373,"0",2581
1374,"1",3125
1375,"2",1794
1376,"1",999
1377,"1",2056
1378,"3",1745
1379,"0",887
1380,"0",1099
1381,"1",1852
1382,"0",2325
1383,"2",2020
1384,"1",1109
1385,"1",1256
1386,"3",827
1387,"2",697
1388,"3",2307
1389,"1",1641
1390,"1",951
1391,"0",2660
1392,"1",3230
1393,"2",265
1394,"0",2197
1395,"3",2809
1396,"1",2024
1397,"0",2682
1398,"3",2398
1399,"0",3240
1400,"3",2398
1401,"3",1641
1402,"3",2593
1403,"0",1467
1404,"0",773
1405,"2",477
1406,"0",2923
1407,"0",3607
1408,"0",1295
1409,"2",2662
1410,"2",226
1411,"2",1384
1412,"2",757
1413,"0",2496
1414,"1",2819
1415,"2",1047
1416,"3",619
1417,"3",2559
1418,"0",2969
1419,"0",1701
1420,"3",1824
1421,"0",1107
1422,"3",2295
1423,"1",3199
1424,"0",1485
1425,"0",3139
1426,"2",2234
1427,"0",697
1428,"3",2643
1429,"0",99
1430,"1",521
1431,"1",3285
1432,"3",2175
1433,"1",736
1434,"1",1015
1435,"3",2219
1436,"1",1688
1437,"0",2512
1438,"2",237
1439,"0",1936
1440,"1",3549
1441,"2",3092
1442,"3",402
1443,"1",1697
1444,"0",2024
1445,"3",2423
1446,"0",2389
1447,"3",166
1448,"1",143
1449,"3",509
1450,"0",478
1451,"0",2721
1452,"2",2287
1453,"0",871
1454,"1",2210
1455,"2",2302
1456,"0",3362
1457,"0",2284
1458,"3",1854
1459,"1",2995
1460,"3",3432
1461,"1",111
1462,"2",2889
1463,"1",2159
1464,"2",2398
1465,"1",941
1466,"3",3524
1467,"3",3180
1468,"3",524
1469,"0",2637
1470,"0",2074
1471,"3",254
1472,"0",1968
1473,"1",3296
1474,"3",2914
1475,"0",1267
1476,"1",1398
1477,"1",800
1478,"3",858
1479,"0",1570
1480,"1",1089
1481,"2",770
1482,"1",2779
1483,"1",782
1484,"2",48
1485,"2",3062
1486,"2",889
1487,"0",3554
1488,"3",2332
1489,"2",1107
1490,"2",162
1491,"0",3541
1492,"2",2774
1493,"0",3069
1494,"1",3468
1495,"2",1701
1496,"1",1995
1497,"2",2961
1498,"2",1976
1499,"2",1197
1500,"1",3265
1501,"1",629
1502,"2",2819
1503,"2",1376
1504,"2",1353
1505,"0",2426
1506,"0",2482
1507,"3",269
1508,"0",2108
1509,"1",1771
1510,"2",2851
1511,"1",3419
1512,"1",1248
1513,"1",3357
1514,"0",2592
1515,"2",3660
1516,"2",1346
1517,"2",527
1518,"1",2300
1519,"0",3691
1520,"1",1931
1521,"0",1065
1522,"2",3205
1523,"1",175
1524,"3",1838
1525,"3",542
1526,"1",3634
1527,"0",184
1528,"3",2517
1529,"2",2043
1530,"0",2453
1531,"3",847
1532,"2",1320
1533,"0",1816
1534,"0",72
1535,"3",535
1536,"1",2311
1537,"0",1987
1538,"2",2689
1539,"0",1424
1540,"2",2189
1541,"2",1642
1542,"1",1439
1543,"3",224
1544,"2",2349
1545,"1",639
1546,"3",1916
1547,"2",1562
1548,"0",2182
1549,"0",3651
1550,"2",2138
1551,"3",745
1552,"1",2193
1553,"2",1869
1554,"1",2536
1555,"2",979
1556,"0",1231
1557,"1",2514
1558,"3",733
1559,"2",3143
1560,"0",1197
1561,"0",1981
1562,"1",1209
1563,"2",2113
1564,"2",3457
1565,"3",2613
1566,"0",8
1567,"0",1667
1568,"3",3244
1569,"0",2171
1570,"0",2208
1571,"1",3131
1572,"2",2983
1573,"1",1563
1574,"1",2111
1575,"1",2738
1576,"2",616
1577,"3",3608
1578,"1",1664
1579,"3",3624
1580,"3",220
1581,"2",3537
1582,"1",2244
1583,"1",3227
1584,"2",1436
1585,"0",2737
1586,"0",1003
1587,"2",1998
1588,"2",106
1589,"2",8
1590,"3",2170
1591,"2",1988
1592,"1",1202
1593,"2",3316
1594,"1",436
1595,"1",2516
1596,"1",3163
1597,"2",1117
1598,"2",180
1599,"2",1475
1600,"1",3333
1601,"2",178
1602,"2",3342
1603,"1",1520
1604,"3",2987
1605,"1",494
1606,"2",195
1607,"3",2992
1608,"2",1936
1609,"0",839
1610,"3",2939
1611,"0",1048
1612,"2",2627
1613,"3",3211
1614,"3",2938
1615,"3",161
1616,"2",493
1617,"3",66
1618,"3",2637
1619,"2",3443
1620,"3",1374
1621,"3",2689
1622,"1",2204
1623,"1",2604
1624,"2",2597
1625,"2",2339
1626,"3",2456
1627,"2",3048
1628,"1",2487
1629,"3",3647
1630,"3",1099
1631,"1",3176
1632,"0",2453
1633,"3",2023
1634,"3",1724
1635,"1",1836
1636,"2",3352
1637,"2",3508
1638,"3",2266
1639,"0",1356
1640,"0",2950
1641,"0",717
1642,"2",574
1643,"3",1512
1644,"0",3548
1645,"1",2750
1646,"2",1035
1647,"2",1453
1648,"2",1507
1649,"0",3235
1650,"3",3103
1651,"3",2880
1652,"2",2717
1653,"3",2172
1654,"0",2257
1655,"2",514
1656,"0",2678
1657,"3",3544
1658,"1",1698
1659,"3",828
1660,"3",1349
1661,"0",1388
1662,"2",3614
1663,"2",2642
1664,"2",234
1665,"2",1210
1666,"0",2474
1667,"2",2690
1668,"2",1503
1669,"1",3421
1670,"0",1045
1671,"1",2291
1672,"2",3209
1673,"0",2617
1674,"0",1289
1675,"0",3160
1676,"1",22
1677,"3",3005
1678,"0",3672
1679,"2",1213
1680,"2",3135
1681,"0",1090
1682,"1",1521
1683,"2",102
1684,"1",2037
1685,"2",618
1686,"0",1338
1687,"3",932
1688,"1",2404
1689,"1",372
1690,"3",3141
1691,"2",2193
1692,"1",3588
1693,"2",1652
1694,"1",3613
1695,"0",1456
1696,"0",3125
1697,"3",29
1698,"0",1351
1699,"3",2144
1700,"0",96
1701,"1",1352
1702,"2",3044
1703,"0",2376
1704,"0",3611
1705,"1",2876
1706,"0",827
1707,"1",154
1708,"1",194
1709,"0",1110
1710,"2",3441
1711,"2",3121
1712,"0",1888
1713,"3",159
1714,"3",2706
1715,"2",724
1716,"2",246
1717,"0",2923
1718,"1",1814
1719,"2",611
1720,"1",960
1721,"0",2694
1722,"0",1583
1723,"0",342
1724,"3",1893
1725,"3",2438
1726,"3",727
1727,"0",675
1728,"1",1989
1729,"2",462
1730,"0",3460
1731,"1",2519
1732,"3",1338
1733,"1",2902
1734,"0",2294
1735,"2",3385
1736,"1",1673
1737,"2",854
1738,"0",1413
1739,"0",2155
1740,"3",3424
1741,"2",2298
1742,"1",773
1743,"2",1082
1744,"2",1895
1745,"0",140
1746,"2",579
1747,"2",2347
1748,"2",1409
1749,"2",718
1750,"1",2822
1751,"1",1214
1752,"2",570
1753,"3",2063
1754,"2",1249
1755,"1",221
1756,"0",3480
1757,"3",2211
1758,"3",1117
1759,"3",1179
1760,"1",1099
1761,"1",2605
1762,"0",929
1763,"2",70
1764,"3",2782
1765,"3",2439
1766,"1",1308
1767,"0",998
1768,"0",3142
1769,"3",2822
1770,"0",2982
1771,"1",3614
1772,"3",863
1773,"3",1784
1774,"2",1940
1775,"2",3416
1776,"0",2612
1777,"1",471
1778,"0",3267
1779,"1",1611
1780,"3",3286
1781,"1",2228
1782,"2",2122
1783,"0",2470
1784,"2",3601
1785,"3",830
1786,"1",826
1787,"0",3299
1788,"1",2780
1789,"2",3339
1790,"1",1455
1791,"3",903
1792,"3",2903
1793,"3",2284
1794,"3",2477
1795,"3",2974
1796,"1",636
1797,"2",1690
1798,"3",741
1799,"2",3665
1800,"1",3184
1801,"3",77
1802,"2",1935
1803,"0",721
1804,"1",624
1805,"2",1889
1806,"1",1472
1807,"0",3130
1808,"0",1879
1809,"1",2384
1810,"3",115
1811,"3",3683
1812,"3",468
1813,"0",781
1814,"3",2209
1815,"2",2379
1816,"0",518
1817,"2",2101
1818,"3",827
1819,"1",827
1820,"1",418
1821,"0",2237
1822,"1",268
1823,"0",3271
1824,"0",280
1825,"3",1720
1826,"3",697
1827,"2",1358
1828,"0",2899
1829,"2",736
1830,"3",3026
1831,"0",3064
1832,"0",983
1833,"0",778
1834,"0",3376
1835,"1",2949
1836,"1",2707
1837,"0",2932
1838,"0",1639
1839,"1",2801
1840,"1",959
1841,"0",1848
1842,"3",1347
1843,"3",1380
1844,"3",2428
1845,"1",1208
1846,"2",2236
1847,"2",2620
1848,"3",3240
1849,"1",3505
1850,"3",1348
1851,"1",3667
1852,"2",617
1853,"3",426
1854,"2",2469
1855,"2",3565
1856,"1",3583
1857,"3",1828
1858,"0",5
1859,"3",3544
1860,"0",1028
1861,"0",185
1862,"1",883
1863,"3",2427
1864,"1",2428
1865,"3",3214
1866,"0",1161
1867,"1",1737
1868,"3",839
1869,"0",1187
1870,"0",185
1871,"3",1709
1872,"1",3212
1873,"2",2479
1874,"0",2530
1875,"3",1965
1876,"3",382
1877,"1",2902
1878,"0",2043
1879,"1",2506
1880,"1",3320
1881,"0",341
1882,"2",3172
1883,"3",2491
1884,"0",3154
1885,"3",450
1886,"2",1369
1887,"1",2215
1888,"1",331
1889,"0",2478
1890,"2",1712
1891,"3",1689
1892,"1",382
1893,"2",3492
1894,"3",1511
1895,"0",2955
1896,"0",2591
1897,"0",1529
1898,"1",1001
1899,"2",286
1900,"2",2909
1901,"1",2171
1902,"2",808
1903,"1",2013
1904,"0",1343
1905,"1",852
1906,"2",2289
1907,"3",1424
1908,"2",3113
1909,"2",583
1910,"0",1709
1911,"0",1396
1912,"0",2278
1913,"2",3119
1914,"0",684
1915,"0",1093
1916,"3",989
1917,"0",996
1918,"3",2841
1919,"2",2949
1920,"2",1421
1921,"2",583
1922,"1",1706
1923,"2",1780
1924,"3",3218
1925,"1",2738
1926,"3",1007
1927,"1",2328
1928,"3",2048
1929,"1",3578
1930,"2",2576
1931,"0",948
1932,"2",3476
1933,"2",1743
1934,"0",2961
1935,"1",1186
1936,"0",3096
1937,"1",2888
1938,"0",3040
1939,"0",2714
1940,"3",2238
1941,"3",2234
1942,"3",1650
1943,"3",2587
1944,"2",1889
1945,"1",1663
1946,"2",1691
1947,"2",383
5829,"0",2259
5830,"1",2247
5831,"3",1491
5832,"0",2016
5833,"2",2748
5834,"3",688
5835,"3",2911
5836,"1",480
5837,"1",3402
5838,"2",10
5839,"3",648
5840,"1",2002
5841,"2",503
5842,"3",2802
5843,"0",1219
5844,"3",2453
5845,"2",3539
5846,"2",272
5847,"0",272
5848,"3",1592
5849,"2",94
5850,"1",948
5851,"1",2312
5852,"0",2704
5853,"1",716
5854,"2",2042
5855,"1",2368
5856,"1",3101
5857,"1",1840
5858,"3",1032
5859,"3",2262
5860,"3",1979
5861,"2",2500
5862,"3",1341
5863,"0",1424
5864,"1",2220
5865,"1",1421
5866,"1",370
5867,"2",1250
5868,"0",352
5869,"0",2073
5870,"1",2138
5871,"0",1318
5872,"3",350
5873,"3",3153
5874,"1",1218
5875,"2",3235
5876,"1",74
5877,"1",1865
5878,"3",67
5879,"0",840
5880,"2",639
5881,"1",1677
5882,"2",733
5883,"3",1695
5884,"0",580
5885,"0",260
5886,"3",460
5887,"2",684
5888,"1",681
5889,"1",3518
5890,"1",1653
5891,"1",430
5892,"0",2168
5893,"2",2055
5894,"0",1094
5895,"1",1274
5896,"0",2278
5897,"2",3091
5898,"1",3483
5899,"1",309
5900,"1",2529
5901,"0",1266
5902,"0",1461
5903,"2",2040
5904,"2",2497
5905,"3",1035
5906,"1",2099
5907,"2",715
5908,"0",1912
5909,"1",2722
5910,"3",1994
5911,"0",2252
5912,"2",3300
5913,"1",1363
5914,"3",1214
5915,"2",1767
5916,"1",1402
5917,"1",1206
5918,"0",1193
5919,"3",2669
5920,"0",1850
5921,"3",731
5922,"0",64
5923,"1",3182
5924,"1",1455
5925,"0",141
5926,"0",2867
5927,"1",3281
5928,"3",1822
5929,"1",2625
5930,"2",3532
5931,"3",2264
5932,"3",3043
5933,"0",3061
5934,"1",524
5935,"3",1711
5936,"2",2953
5937,"0",2995
5938,"1",1250
5939,"3",1884
5940,"0",3040
5941,"0",2829
5942,"2",1733
5943,"1",2110
5944,"3",1990
5945,"0",2576
5946,"1",1879
5947,"3",1615
5948,"0",257
5949,"0",3283
5950,"3",1026
5951,"2",995
5952,"2",3649
5953,"1",951
5954,"2",956
5955,"0",1591
5956,"1",832
5957,"1",502
5958,"1",2756
5959,"3",3061
5960,"2",1011
5961,"2",549
5962,"3",148
5963,"3",1709
5964,"1",2119
5965,"2",227
5966,"1",2255
5967,"1",2683
5968,"1",918
5969,"2",410
5970,"2",898
5971,"2",1525
5972,"1",2274
5973,"3",2091
5974,"2",2420
5975,"2",2875
5976,"3",1847
5977,"1",2996
5978,"3",1815
5979,"1",3063
5980,"3",1946
5981,"0",139
5982,"2",2982
5983,"0",2541
5984,"0",3677
5985,"1",3041
5986,"1",2055
5987,"1",3657
5988,"3",1162
5989,"1",305
5990,"2",1000
5991,"3",1861
5992,"0",2870
5993,"2",1856
5994,"2",2804
5995,"3",2514
5996,"3",2413
5997,"3",1084
5998,"2",3341
5999,"1",315
6000,"2",474
6001,"1",543
6002,"3",1072
6003,"2",983
6004,"3",2893
6005,"2",2475
6006,"0",774
6007,"3",1798
6008,"2",708
6009,"3",1022
6010,"1",1391
6011,"0",560
6012,"1",2885
6013,"0",2637
6014,"3",1686
6015,"2",1147
6016,"1",3327
6017,"1",425
6018,"3",1490
6019,"1",548
6020,"0",958
6021,"1",1343
6022,"3",1344
6023,"2",2338
6024,"2",518
6025,"0",2897
6026,"2",3676
6027,"0",599
6028,"2",5
6029,"1",416
6030,"2",1143
6031,"2",816
6032,"3",707
6033,"1",1347
6034,"1",1727
6035,"0",2866
6036,"3",1922
6037,"0",1039
6038,"2",1548
6039,"0",1741
6040,"2",1583
6041,"1",2382
6042,"0",2670
6043,"0",1658
6044,"1",3633
6045,"0",3609
6046,"2",3026
6047,"2",3598
6048,"1",983
6049,"0",2369
6050,"0",2060
6051,"2",1319
6052,"1",2108
6053,"3",1487
6054,"2",2668
6055,"3",251
6056,"2",516
6057,"1",2425
6058,"3",2379
6059,"3",94
6060,"0",3214
6061,"2",1326
6062,"2",700
6063,"3",2250
6064,"2",737
6065,"3",1494
6066,"3",2205
6067,"3",2629
6068,"2",3537
6069,"2",3364
6070,"3",2037
6071,"1",3649
6072,"3",1176
6073,"0",2342
6074,"0",2101
6075,"0",1429
6076,"2",751
6077,"3",2753
6078,"0",3273
6079,"3",294
6080,"1",565
6081,"3",407
6082,"1",3126
6083,"0",306
6084,"3",2339
6085,"1",1026
6086,"3",3195
6087,"2",337
6088,"2",624
6089,"1",744
6090,"2",3554
6091,"2",1428
6092,"2",713
6093,"0",1175
6094,"3",1997
6095,"0",1064
6096,"0",1173
6097,"0",2663
6098,"3",2203
6099,"3",2913
6100,"2",2121
6101,"0",173
6102,"1",2130
6103,"0",977
6104,"3",735
6105,"1",3620
6106,"2",852
6107,"3",1328
6108,"3",462
6109,"3",259
6110,"0",204
6111,"0",3011
6112,"2",1719
6113,"1",2811
6114,"0",1872
6115,"0",983
6116,"1",3492
6117,"1",3592
6118,"2",670
6119,"3",388
6120,"1",457
6121,"2",1725
6122,"3",704
6123,"1",2476
6124,"1",1829
6125,"1",1178
6126,"1",1210
6127,"1",1963
6128,"1",1055
6129,"2",2711
6130,"1",1928
6131,"3",1670
6132,"1",986
6133,"3",408
6134,"0",1539
6135,"3",110
6136,"0",355
6137,"2",1160
6138,"2",970
6139,"3",1388
6140,"1",2432
6141,"2",2079
6142,"0",1547
6143,"1",100
6144,"0",2144
6145,"2",1695
6146,"0",2985
6147,"1",2996
6148,"0",511
6149,"0",96
6150,"3",36
6151,"2",1795
6152,"1",1632
6153,"2",2953
6154,"3",1751
6155,"3",2580
6156,"3",3043
6157,"2",440
6158,"1",3602
6159,"3",2034
6160,"0",2766
6161,"0",502
6162,"1",2373
6163,"1",3491
6164,"2",3510
6165,"0",2997
6166,"0",3143
6167,"1",695
6168,"0",357
6169,"1",3491
6170,"0",248
6171,"0",1768
6172,"0",2114
6173,"3",1767
6174,"2",309
6175,"2",954
6176,"0",1854
6177,"1",784
6178,"0",1202
6179,"3",1769
6180,"0",1971
6181,"1",3147
6182,"1",1823
6183,"2",3583
6184,"2",2037
6185,"1",3531
6186,"1",3380
6187,"0",1629
6188,"3",1714
6189,"0",3008
6190,"3",54
6191,"3",2702
6192,"0",435
6193,"2",3619
6194,"1",2930
6195,"0",569
6196,"3",1131
6197,"0",2437
6198,"2",751
6199,"2",126
6200,"1",1828
6201,"0",1573
6202,"3",142
6203,"3",3029
6204,"0",3399
6205,"2",2617
6206,"3",1467
6207,"3",660
6208,"3",194
6209,"2",1249
6210,"3",2314
6211,"1",247
6212,"2",2657
6213,"3",728
6214,"3",2204
6215,"1",1623
6216,"0",2663
6217,"3",2292
6218,"2",1594
6219,"3",2918
6220,"3",708
6221,"0",1508
6222,"0",70
6223,"2",2399
6224,"1",2638
6225,"1",1567
6226,"0",974
6227,"3",3672
6228,"2",1673
6229,"1",984
6230,"1",2074
6231,"0",1824
6232,"1",1297
6233,"2",1933
6234,"3",891
6235,"3",515
6236,"1",3645
6237,"2",1573
6238,"0",2604
6239,"2",227
6240,"0",3116
6241,"2",576
6242,"3",3634
6243,"1",1342
6244,"1",2936
6245,"1",1929
6246,"3",2878
6247,"3",1373
6248,"3",2583
6249,"2",2612
6250,"1",1863
6251,"0",2288
6252,"1",2486
6253,"2",145
6254,"2",2513
6255,"0",2740
6256,"3",2078
6257,"1",2809
6258,"3",794
6259,"2",1615
6260,"0",3266
6261,"2",2926
6262,"3",554
6263,"0",3328
6264,"0",1212
6265,"0",2205
6266,"1",880
6267,"3",577
6268,"3",1924
6269,"2",60
6270,"2",2825
6271,"0",1031
6272,"1",2859
6273,"1",2206
6274,"1",906
6275,"1",510
6276,"3",521
6277,"1",1483
6278,"2",3491
6279,"3",3006
6280,"3",1845
6281,"1",683
6282,"2",3099
6283,"0",2315
6284,"0",3323
6285,"3",410
6286,"2",2520
6287,"3",3278
6288,"0",1300
6289,"3",338
6290,"2",1398
6291,"0",319
6292,"2",2099
6293,"3",662
6294,"3",3644
6295,"0",2492
6296,"0",2532
6297,"1",1874
6298,"3",765
6299,"0",1328
6300,"0",926
6301,"2",590
6302,"1",1170
6303,"1",319
6304,"0",1631
6305,"0",1706
6306,"3",1810
6307,"1",134
6308,"2",2676
6309,"3",1713
6310,"0",2507
6311,"1",525
6312,"1",1296
6313,"3",728
2432,"0",1595
2433,"3",3191
2434,"3",371
2435,"2",3312
2436,"0",3360
2437,"2",2595
2438,"0",2923
2439,"3",601
2440,"1",1845
2441,"0",1205
2442,"0",184
2443,"1",930
2444,"2",3384
2445,"1",1867
2446,"2",3052
2447,"0",1014
2448,"0",2996
2449,"0",1534
2450,"1",2422
2451,"0",3595
2452,"0",216
2453,"1",3216
2454,"2",2252
2455,"2",2993
2456,"3",691
2457,"0",1071
2458,"0",1839
2459,"1",82
2460,"3",906
2461,"3",834
2462,"0",684
2463,"0",961
2464,"0",1917
2465,"1",2552
2466,"1",568
2467,"1",77
2468,"3",2599
2469,"2",2414
2470,"2",897
2471,"3",3565
2472,"1",1277
2473,"0",2327
2474,"1",481
2475,"1",3426
2476,"0",2524
2477,"2",1747
2478,"3",108
2479,"1",954
2480,"1",1596
2481,"2",2522
2482,"3",1054
2483,"3",3241
2484,"1",1361
2485,"2",2432
2486,"3",783
2487,"0",95
2488,"0",1158
2489,"0",225
2490,"1",1633
2491,"0",1031
2492,"1",2498
2493,"1",819
2494,"0",2110
2495,"3",3107
2496,"3",644
2497,"3",728
2498,"2",2412
2499,"2",2035
2500,"2",2809
2501,"1",1835
2502,"2",810
2503,"0",2413
2504,"3",1298
2505,"0",3568
2506,"0",1890
2507,"3",1075
2508,"2",3088
2509,"0",2390
2510,"2",1095
2511,"0",1938
2512,"2",1434
2513,"3",710
2514,"3",2470
2515,"0",2143
2516,"2",771
2517,"1",2354
2518,"3",2790
2519,"2",2985
2520,"0",2726
2521,"1",1961
2522,"2",889
2523,"1",1468
2524,"2",1595
2525,"3",2079
2526,"1",1451
2527,"1",2138
2528,"0",3649
2529,"1",1527
2530,"3",2207
2531,"3",561
2532,"3",612
2533,"0",27
2534,"1",2487
2535,"2",1961
2536,"3",2790
2537,"2",3551
2538,"3",2858
2539,"0",1877
2540,"2",1287
2541,"1",979
2542,"1",2509
2543,"2",2639
2544,"1",2590
2545,"1",3280
2546,"1",3421
2547,"1",2541
2548,"2",719
2549,"2",3351
2550,"2",3441
2551,"3",2304
2552,"3",2741
2553,"3",295
2554,"3",2394
2555,"2",1842
2556,"3",1622
2557,"1",342
2558,"3",835
2559,"0",341
2560,"2",3572
2561,"3",3092
2562,"0",2771
2563,"0",1656
2564,"1",552
2565,"3",1549
2566,"1",2935
2567,"3",1603
2568,"1",2903
2569,"1",1877
2570,"3",3691
2571,"1",2807
2572,"0",2222
2573,"0",1451
2574,"1",2240
2575,"3",2176
2576,"1",2295
2577,"2",2120
2578,"1",2292
2579,"2",821
2580,"1",3108
2581,"2",2799
2582,"0",2143
2583,"2",2500
2584,"0",3184
2585,"0",2700
2586,"0",3218
2587,"0",392
2588,"0",1827
2589,"0",1207
2590,"3",2135
2591,"3",4
2592,"2",716
2593,"0",1184
2594,"3",3349
2595,"2",2455
2596,"2",2822
2597,"1",3186
2598,"1",443
2599,"1",3176
2600,"3",1781
2601,"2",1361
2602,"3",2162
2603,"1",3209
2604,"3",3608
2605,"3",3086
2606,"3",574
2607,"0",518
2608,"1",2726
2609,"0",943
2610,"3",3643
2611,"3",1268
2612,"0",3027
2613,"2",2057
2614,"0",3249
2615,"0",1812
2616,"3",3386
2617,"3",1240
2618,"1",321
2619,"2",2207
2620,"2",1153
2621,"2",3475
2622,"3",871
2623,"3",873
2624,"2",2842
2625,"3",874
2626,"1",3544
2627,"2",3440
2628,"0",334
2629,"1",2137
2630,"3",2035
2631,"2",971
2632,"3",1570
2633,"0",2580
2634,"3",1746
2635,"0",269
2636,"1",1299
2637,"1",763
2638,"2",2711
2639,"2",1777
2640,"1",907
2641,"2",1861
2642,"1",2081
2643,"1",861
2644,"3",2748
2645,"2",630
2646,"0",3446
2647,"2",1953
2648,"1",1153
2649,"3",187
2650,"2",3224
2651,"1",2055
2652,"2",3137
2653,"2",3385
2654,"3",1027
2655,"1",962
2656,"1",94
2657,"3",2035
2658,"3",2250
2659,"3",416
2660,"0",1775
2661,"3",2019
2662,"2",1006
2663,"1",1834
2664,"2",1820
2665,"1",1262
2666,"1",1449
2667,"0",2177
2668,"2",1872
2669,"0",1491
2670,"0",2445
2671,"3",992
2672,"2",3669
2673,"3",3641
2674,"2",3671
2675,"2",1390
2676,"2",2270
2677,"0",614
2678,"0",2863
2679,"3",2186
2680,"3",2326
2681,"0",3092
2682,"0",2423
2683,"3",1071
2684,"1",3363
2685,"2",1755
2686,"0",2250
2687,"2",255
2688,"2",1975
2689,"1",1115
2690,"1",3644
2691,"1",1114
2692,"2",282
2693,"3",2352
2694,"1",3069
2695,"0",1078
2696,"3",2419
2697,"3",607
2698,"3",1959
2699,"0",3509
2700,"2",1598
2701,"3",1349
2702,"2",1533
2703,"0",1044
2704,"3",3461
2705,"3",2380
2706,"1",333
2707,"2",3256
2708,"2",1082
2709,"1",3400
2710,"2",2860
2711,"0",3232
2712,"2",3208
2713,"0",899
2714,"1",1230
2715,"2",904
2716,"3",1990
2717,"1",3350
2718,"1",1964
2719,"2",1746
2720,"0",37
2721,"0",1329
2722,"2",1117
2723,"0",1692
2724,"1",2735
2725,"0",2016
2726,"1",1824
2727,"1",2830
2728,"3",616
2729,"3",1078
2730,"2",3566
2731,"3",2314
2732,"1",1103
2733,"2",2242
2734,"2",90
2735,"1",589
2736,"0",1403
2737,"2",606
2738,"2",2114
2739,"2",2122
2740,"0",15
2741,"3",476
2742,"0",1645
2743,"0",2499
2744,"2",360
2745,"1",1290
2746,"3",124
2747,"2",2145
2748,"2",219
2749,"3",237
2750,"1",1291
2751,"1",3353
2752,"1",938
2753,"1",3126
2754,"2",590
2755,"1",1255
2756,"1",1885
2757,"3",2370
2758,"1",982
2759,"0",2627
2760,"0",2491
2761,"0",2307
2762,"0",1452
2763,"0",1600
2764,"1",272
2765,"3",618
2766,"1",2786
2767,"0",2906
2768,"1",1798
2769,"3",2638
2770,"0",1191
2771,"2",2805
2772,"2",14
2773,"2",2724
2774,"1",161
2775,"1",530
2776,"1",501
2777,"0",2711
2778,"1",3425
2779,"2",107
2780,"2",578
2781,"1",494
2782,"0",2292
2783,"1",1972
2784,"0",436
2785,"3",1674
2786,"1",2831
2787,"3",314
2788,"0",2645
2789,"0",774
2790,"3",2528
2791,"1",149
2792,"0",2667
2793,"3",2823
2794,"1",3249
2795,"1",311
2796,"0",3444
2797,"2",764
2798,"1",2534
2799,"2",811
2800,"1",1687
2801,"0",3597
2802,"1",2059
2803,"0",921
2804,"2",519
2805,"0",942
2806,"1",696
2807,"3",2014
2808,"2",977
2809,"2",842
2810,"1",3407
2811,"0",1958
2812,"0",842
2813,"0",1625
2814,"2",2122
2815,"3",2244
2816,"2",2355
2817,"1",2028
2818,"0",3423
2819,"2",2582
2820,"2",2775
2821,"0",2254
2822,"0",541
2823,"3",2371
2824,"0",2937
2825,"1",2194
2826,"2",2382
2827,"1",1518
2828,"2",3001
