"ID_TERMIN","TERMIN","DATA"
1221,"1",13/07/27
1222,"0",14/12/16
1223,"1",09/05/02
1224,"3",12/12/16
1225,"1",08/07/10
1226,"2",10/01/17
1227,"2",13/08/26
1228,"1",10/09/25
1229,"0",14/03/26
1230,"1",07/09/04
1231,"0",14/10/01
1232,"2",09/06/06
1233,"2",08/07/04
1234,"0",09/03/23
1235,"1",08/01/14
1236,"2",11/04/06
1237,"2",11/11/01
1238,"3",06/04/03
1239,"2",08/04/09
1240,"2",11/11/04
1241,"1",11/01/13
1242,"1",10/04/03
1243,"2",15/07/15
1244,"0",06/08/12
1245,"2",11/05/26
1246,"1",10/08/01
1247,"2",10/09/17
1248,"0",06/11/09
1249,"2",15/07/14
1250,"2",09/09/16
1251,"0",09/04/06
1252,"1",11/12/02
1253,"3",15/12/05
1254,"0",10/06/18
1255,"2",14/12/15
1256,"1",08/01/22
1257,"3",15/04/18
1258,"2",10/05/23
1259,"2",06/05/11
1260,"3",10/09/17
1261,"1",08/08/25
1262,"2",10/02/05
1263,"3",08/08/06
1264,"3",09/01/13
1265,"3",13/08/06
1266,"3",13/05/21
1267,"1",15/02/01
1268,"2",15/10/05
1269,"2",06/09/15
1270,"2",06/03/07
1271,"3",12/11/01
1272,"0",12/12/06
1273,"0",15/11/11
1274,"2",10/12/08
1275,"2",12/03/27
1276,"1",13/04/02
1277,"3",14/11/19
1278,"1",09/01/23
1279,"3",10/04/15
1280,"0",13/10/12
1281,"0",12/09/20
1282,"0",12/07/19
1283,"3",07/09/16
1284,"2",06/02/12
1285,"3",11/10/15
1286,"1",13/05/10
1287,"2",15/11/26
1288,"1",06/06/24
1289,"2",08/06/19
1290,"2",11/01/16
1291,"2",12/06/13
1292,"2",14/01/26
1293,"2",09/09/04
1294,"3",10/03/13
1295,"1",07/03/01
1296,"2",11/04/25
1297,"1",09/02/23
1298,"0",09/07/05
1299,"3",15/11/11
1300,"3",11/04/07
1301,"2",10/10/26
1302,"0",08/02/16
1303,"1",09/10/06
1304,"1",12/05/14
1305,"1",12/09/05
1306,"0",14/01/17
1307,"3",13/09/03
1308,"1",11/04/25
1309,"3",15/12/03
1310,"0",09/11/26
1311,"0",10/07/06
1312,"0",06/01/27
1313,"3",08/03/12
1314,"0",10/10/13
1315,"3",06/06/17
1316,"3",07/09/20
1317,"2",06/07/20
1318,"2",13/05/18
1319,"1",10/06/17
1320,"2",15/07/21
1321,"2",09/04/21
1322,"3",15/02/16
1323,"0",11/08/24
1324,"3",15/02/09
1325,"1",14/12/14
1326,"1",12/09/22
1327,"0",14/07/23
1328,"0",10/12/14
1329,"1",13/04/23
1330,"2",14/10/02
1331,"2",11/09/15
1332,"2",13/07/18
1333,"0",14/01/15
1334,"1",07/02/17
1335,"1",12/10/12
1336,"1",06/03/21
1337,"1",10/03/08
1338,"1",15/10/08
1339,"3",15/07/22
1340,"3",15/09/04
1341,"3",12/03/18
1342,"3",08/05/08
1343,"0",14/03/20
1344,"0",06/05/09
1345,"1",09/09/05
1346,"3",06/05/05
1347,"3",13/12/24
1348,"2",11/12/19
1349,"3",07/10/22
1350,"3",07/09/11
1351,"3",08/02/09
1352,"2",14/02/27
1353,"2",15/02/02
1354,"1",15/11/13
1355,"2",14/02/17
1356,"1",14/11/04
1357,"1",11/02/18
1358,"2",07/11/23
1359,"3",08/07/11
1360,"0",11/08/12
1361,"3",14/02/12
1362,"3",14/05/07
1363,"1",12/03/06
1364,"2",14/11/08
1365,"2",06/11/22
1366,"0",12/02/09
1367,"1",09/06/03
1368,"0",09/02/15
1369,"1",06/02/15
1370,"2",06/11/03
1371,"3",07/09/27
1372,"0",07/11/10
1373,"3",15/10/23
1374,"2",07/11/05
1375,"3",09/08/18
1376,"2",09/02/20
1377,"1",14/04/27
1378,"2",07/04/07
1379,"0",07/03/22
1380,"0",11/07/21
1381,"2",09/01/01
1382,"3",14/06/20
1383,"1",15/11/17
1384,"0",14/04/18
1385,"0",06/09/24
1386,"2",07/05/16
1387,"1",13/08/06
1388,"3",06/09/08
1389,"3",06/01/01
1390,"0",11/02/02
1391,"2",08/12/13
1392,"2",06/05/09
1393,"0",08/10/01
1394,"1",12/05/09
1395,"0",13/10/07
1396,"1",09/06/08
1397,"3",13/03/18
1398,"3",06/11/27
1399,"0",07/03/01
1400,"0",08/01/24
1401,"0",06/09/23
1402,"2",06/01/22
1403,"2",11/04/03
1404,"2",14/09/11
1405,"2",15/05/23
1406,"3",12/06/04
1407,"0",09/04/19
1408,"0",15/07/13
1409,"2",11/11/23
1410,"0",08/12/10
1411,"3",10/02/07
1412,"1",11/03/05
1413,"3",15/08/24
1414,"1",09/03/12
1415,"3",06/04/22
1416,"0",15/03/23
1417,"2",15/09/21
1418,"2",06/11/15
1419,"1",11/11/09
1420,"0",10/11/09
1421,"0",08/09/14
1422,"3",06/05/23
1423,"2",15/09/22
1424,"2",14/06/02
1425,"3",07/09/11
1426,"3",08/01/15
1427,"1",06/01/21
1428,"0",11/11/23
1429,"1",15/06/04
1430,"3",13/05/27
1431,"2",15/04/06
1432,"0",14/12/07
1433,"3",12/05/12
1434,"0",06/07/24
1435,"2",07/07/23
1436,"2",12/07/09
1437,"3",10/09/11
1438,"0",14/06/05
1439,"3",09/02/23
1440,"3",07/04/02
1441,"2",15/03/08
1442,"1",12/05/21
1443,"3",11/09/13
1444,"0",11/08/03
1445,"3",14/04/09
1446,"3",12/05/18
1447,"2",12/09/18
1448,"2",14/03/27
1449,"2",12/05/09
1450,"1",11/10/15
1451,"0",14/07/10
1452,"3",15/10/10
1453,"3",12/01/14
1454,"0",09/01/21
1455,"1",14/03/19
1456,"2",11/12/26
1457,"1",08/09/24
1458,"0",15/10/13
1459,"3",06/09/22
1460,"1",10/04/10
1461,"3",15/03/18
1462,"2",09/03/13
1463,"0",10/02/02
1464,"1",10/04/24
1465,"1",15/09/07
1466,"3",06/10/02
1467,"1",06/11/05
1468,"3",12/10/16
1469,"2",06/05/10
1470,"1",12/02/10
1471,"2",09/04/09
1472,"1",13/02/14
1473,"3",11/08/19
1474,"2",14/10/25
1475,"2",12/05/10
1476,"0",12/01/26
1477,"3",13/01/01
1478,"0",14/07/19
1479,"0",10/11/01
1480,"0",07/11/03
1481,"3",10/05/11
1482,"0",15/09/18
1483,"2",15/11/08
1484,"1",09/09/19
1485,"1",09/06/03
1486,"2",13/09/18
1487,"0",10/09/11
1488,"1",08/11/21
1489,"2",14/02/23
1490,"1",11/04/21
1491,"3",13/01/20
1492,"1",09/05/11
1493,"0",13/07/09
1494,"3",07/01/26
1495,"3",14/12/21
1496,"2",15/12/09
1497,"0",14/06/25
1498,"1",07/02/20
1499,"2",15/07/23
1500,"2",11/02/12
1501,"2",06/10/14
1502,"0",15/02/04
1503,"1",15/02/25
1504,"2",11/01/05
1505,"0",06/05/10
1506,"2",07/03/24
1507,"0",08/01/22
1508,"3",13/11/04
1509,"3",09/02/15
1510,"2",09/05/26
1511,"1",13/06/26
1512,"3",13/12/25
1513,"2",11/10/03
1514,"2",09/05/04
1515,"2",12/08/05
1516,"0",06/09/24
1517,"3",11/03/16
1518,"0",09/02/25
1519,"1",14/03/26
1520,"3",08/09/09
1521,"3",10/07/23
1522,"2",11/09/07
1523,"3",12/06/10
1524,"0",14/11/01
1525,"1",12/05/20
1526,"1",13/08/10
1527,"1",12/11/23
1528,"1",12/05/26
1529,"0",14/03/10
1530,"1",07/10/02
1531,"1",09/04/21
1532,"3",14/10/24
1533,"3",11/08/15
1534,"3",11/03/19
1,"3",09/05/27
2,"2",09/02/19
3,"0",09/04/06
4,"0",07/08/08
5,"0",07/08/10
6,"0",14/06/05
7,"2",08/04/18
8,"3",14/09/09
9,"0",11/09/04
10,"1",11/07/22
11,"3",07/01/06
12,"3",10/06/06
13,"2",12/07/13
14,"1",06/11/07
15,"3",08/03/10
16,"0",10/07/16
17,"3",14/08/22
18,"3",08/12/18
19,"3",09/05/09
20,"3",13/04/12
21,"2",10/07/19
22,"3",13/01/02
23,"2",14/01/26
24,"1",14/07/18
25,"3",13/06/12
26,"3",08/09/13
27,"3",12/05/16
28,"3",13/03/19
29,"1",10/08/20
30,"2",15/09/23
31,"0",06/09/07
32,"1",12/10/19
33,"2",06/11/03
34,"1",13/01/18
35,"0",12/06/18
36,"3",14/03/23
37,"3",14/06/03
38,"0",06/06/01
39,"1",14/11/02
40,"0",09/03/07
41,"2",12/07/19
42,"1",15/04/08
43,"1",06/02/19
44,"3",15/07/25
45,"1",15/09/09
46,"0",07/12/20
47,"1",15/07/07
48,"3",13/03/26
49,"1",11/11/01
50,"1",07/11/21
51,"1",09/07/24
52,"0",14/03/19
53,"2",08/09/22
54,"1",12/01/19
55,"3",13/09/25
56,"0",14/05/15
57,"1",10/05/08
58,"0",09/06/25
59,"1",10/03/18
60,"3",07/08/23
61,"3",13/10/25
62,"2",11/11/12
63,"3",07/05/03
64,"1",14/02/25
65,"0",11/10/09
66,"0",09/12/09
67,"0",10/12/26
68,"3",10/02/18
69,"0",15/12/10
70,"3",08/10/01
71,"2",10/07/04
72,"0",11/01/20
73,"1",09/10/10
74,"0",11/05/03
75,"0",13/04/17
76,"0",14/12/19
77,"1",11/07/04
78,"0",07/11/15
79,"2",13/11/07
80,"3",10/11/15
81,"3",11/01/08
82,"2",15/07/18
83,"0",06/05/23
84,"2",11/02/22
85,"0",14/08/06
86,"3",09/09/01
87,"3",13/05/17
88,"2",11/07/06
89,"0",07/11/06
90,"0",06/07/05
91,"1",12/09/27
92,"3",13/10/15
93,"3",09/01/07
94,"3",12/01/03
95,"0",14/10/03
96,"2",06/06/15
97,"1",12/09/18
98,"1",12/07/16
99,"2",11/10/03
100,"1",14/01/19
101,"1",15/03/22
102,"2",14/03/08
103,"0",07/12/22
104,"0",11/08/23
105,"0",07/01/08
106,"0",07/07/13
107,"2",12/07/19
108,"1",12/10/18
109,"3",15/07/24
110,"0",11/06/26
111,"2",13/12/10
112,"1",10/12/03
113,"3",11/04/02
114,"0",11/10/07
115,"0",07/12/03
116,"1",12/02/01
117,"1",07/11/25
118,"0",09/06/07
119,"2",14/10/05
120,"2",06/02/09
121,"3",15/11/25
122,"1",10/01/10
123,"3",09/04/25
124,"2",08/12/19
125,"0",08/04/13
126,"1",08/12/27
127,"0",15/10/11
128,"1",07/03/06
129,"0",13/12/13
130,"0",13/03/14
131,"0",12/01/18
132,"1",08/09/16
133,"2",13/11/13
134,"0",13/04/24
135,"0",14/01/14
136,"0",09/03/17
137,"0",14/09/23
138,"2",06/01/13
139,"1",08/10/26
140,"2",06/12/24
141,"3",07/10/21
142,"3",06/09/13
143,"3",06/09/11
144,"3",10/09/21
145,"0",11/12/21
146,"3",13/07/13
147,"3",10/07/10
148,"2",10/11/16
149,"0",07/03/17
150,"1",09/11/03
151,"0",15/11/08
152,"1",12/10/02
153,"0",15/07/14
154,"1",14/12/13
155,"3",12/12/26
156,"0",14/02/19
157,"1",15/04/10
158,"2",06/04/26
159,"1",12/04/18
160,"1",12/05/11
161,"2",15/12/21
162,"0",11/12/03
163,"3",13/09/16
164,"1",12/02/24
165,"3",12/11/25
166,"0",09/05/07
167,"3",10/06/03
168,"0",12/02/03
169,"2",14/01/24
170,"1",11/04/13
171,"3",07/05/19
172,"3",07/02/27
173,"1",11/06/26
174,"0",15/05/23
175,"0",09/07/07
176,"2",14/07/25
177,"2",11/08/09
178,"0",06/11/19
179,"3",14/02/22
180,"1",09/07/11
181,"3",11/07/03
182,"3",14/09/13
183,"3",08/01/17
184,"2",06/01/01
185,"0",06/07/20
186,"3",11/03/03
187,"1",07/11/07
188,"0",08/01/17
189,"3",07/01/24
190,"3",06/12/24
191,"0",06/02/09
192,"0",12/07/05
193,"2",06/05/07
194,"0",07/09/14
195,"1",10/01/26
196,"2",11/07/01
197,"3",07/07/24
198,"1",09/03/03
199,"1",14/04/24
200,"0",14/03/18
201,"3",06/01/12
202,"0",13/03/24
203,"3",14/02/04
204,"1",08/02/25
205,"2",14/03/20
206,"3",13/01/18
207,"3",11/01/15
208,"3",12/05/27
209,"2",08/09/01
210,"2",10/05/05
211,"1",13/07/24
212,"1",12/05/14
213,"1",09/12/14
214,"1",07/12/17
215,"1",09/07/24
216,"3",11/02/06
217,"2",11/04/21
218,"0",12/06/12
219,"0",10/08/08
220,"1",13/01/07
221,"2",13/05/17
222,"0",11/08/17
223,"2",11/12/18
224,"2",07/09/11
225,"2",13/05/15
226,"2",12/07/18
227,"3",06/05/12
228,"2",11/09/27
229,"3",15/08/13
230,"1",10/06/22
231,"2",14/11/18
232,"1",12/11/06
233,"0",08/02/12
234,"1",08/03/23
235,"1",13/02/10
236,"1",14/05/17
237,"1",15/04/22
238,"3",07/06/09
239,"3",15/04/03
240,"1",07/12/04
241,"3",13/10/25
242,"2",10/03/07
243,"0",12/11/18
244,"3",09/11/23
245,"1",10/01/06
246,"3",09/11/01
247,"2",13/02/16
248,"2",14/11/02
249,"3",15/09/24
250,"2",11/06/17
251,"3",12/09/18
252,"0",08/08/23
253,"3",06/03/25
254,"0",13/05/11
255,"2",07/07/26
256,"0",11/04/20
257,"2",10/11/25
258,"3",09/09/01
259,"3",08/06/01
260,"3",12/07/15
261,"2",11/02/05
262,"3",07/05/25
263,"1",14/02/11
264,"1",08/04/12
265,"1",11/08/10
266,"0",11/03/17
267,"0",07/07/11
268,"3",09/10/08
269,"0",11/06/08
270,"2",14/03/14
271,"2",08/11/17
272,"2",07/11/11
273,"3",13/08/27
274,"1",13/09/17
275,"2",08/09/16
276,"1",07/05/03
277,"0",08/07/18
278,"1",10/02/06
279,"3",08/10/18
280,"2",08/08/12
281,"3",13/07/23
282,"0",07/06/26
283,"3",06/10/22
284,"3",15/01/17
285,"1",15/01/09
286,"3",08/07/19
287,"1",13/10/15
288,"1",15/04/03
289,"3",14/01/07
290,"0",13/07/22
291,"3",07/11/19
292,"2",09/01/07
293,"0",14/04/06
294,"1",08/05/05
295,"1",09/01/19
296,"1",07/02/04
297,"3",07/06/02
298,"0",12/12/01
299,"1",14/09/10
300,"0",11/02/02
301,"0",14/12/11
302,"1",07/01/02
303,"2",15/06/02
304,"1",14/03/15
305,"2",14/02/16
306,"2",14/04/10
307,"1",14/10/21
308,"2",07/12/17
309,"0",12/09/17
310,"3",14/02/21
311,"2",12/01/17
312,"1",10/06/25
313,"1",06/05/05
314,"1",14/07/17
315,"0",15/04/22
316,"3",11/10/08
317,"3",12/07/15
318,"1",15/01/23
319,"3",07/10/02
320,"0",11/12/06
321,"1",10/11/05
322,"1",14/02/09
323,"1",06/05/03
324,"2",11/01/25
325,"1",11/10/07
326,"2",12/09/07
327,"0",11/01/22
328,"0",11/12/24
329,"2",13/08/08
330,"0",12/05/12
331,"0",11/03/25
332,"0",15/12/17
333,"2",09/06/03
334,"1",07/03/07
335,"3",09/06/06
336,"2",09/07/25
337,"3",06/01/12
338,"1",07/11/16
339,"1",06/09/11
340,"3",12/07/18
341,"3",06/08/02
342,"3",10/06/15
343,"3",14/10/02
344,"2",09/01/27
345,"1",12/08/26
346,"1",11/05/04
347,"3",14/06/08
348,"1",10/07/24
349,"3",12/10/15
350,"1",10/07/03
351,"1",12/07/05
352,"0",09/12/01
353,"3",13/02/08
354,"1",12/02/23
355,"3",08/12/06
356,"2",13/04/07
357,"3",15/09/14
358,"3",07/10/10
359,"2",06/10/15
360,"1",15/03/19
361,"1",12/03/08
362,"2",06/03/18
363,"1",08/10/17
364,"1",08/09/19
365,"1",06/10/21
366,"2",13/06/13
367,"0",13/07/07
368,"3",11/08/04
369,"3",12/12/12
370,"3",07/03/22
371,"3",12/07/11
372,"2",14/11/07
373,"3",15/07/23
374,"0",14/11/03
375,"1",14/06/22
376,"3",06/03/20
377,"3",07/03/09
378,"2",11/11/07
379,"3",14/05/12
380,"1",13/09/04
381,"1",13/01/06
382,"0",07/02/18
383,"2",06/04/03
384,"3",06/01/11
385,"0",07/02/27
386,"2",12/06/19
387,"3",13/03/18
3062,"2",15/06/13
3063,"1",15/08/24
3064,"3",11/01/17
3065,"0",11/02/18
3066,"1",10/11/03
3067,"0",14/04/09
3068,"2",10/09/13
3069,"2",07/01/06
3070,"3",11/04/24
3071,"2",14/12/10
3072,"3",11/10/24
3073,"2",07/03/01
3074,"1",11/09/14
3075,"3",13/09/17
3076,"0",10/10/02
3077,"2",10/11/10
3078,"0",08/11/05
3079,"1",08/06/02
3080,"2",11/05/12
3081,"2",11/03/04
3082,"1",13/06/26
3083,"2",15/09/14
3084,"2",15/12/08
3085,"3",07/10/04
3086,"2",10/12/17
3087,"3",11/02/04
3088,"2",11/03/17
3089,"3",14/10/12
3090,"0",10/11/05
3091,"1",10/01/09
3092,"1",08/02/22
3093,"3",10/02/27
3094,"1",13/02/17
3095,"3",12/12/10
3096,"1",11/03/19
3097,"3",09/08/13
3098,"0",14/04/25
3099,"2",09/02/08
3100,"0",14/09/16
3101,"2",10/07/13
3102,"1",09/05/22
3103,"2",14/04/03
3104,"1",15/05/01
3105,"3",13/01/11
3106,"0",11/08/13
3107,"1",12/06/21
3108,"3",13/12/03
3109,"2",14/09/16
3110,"0",10/11/26
3111,"3",09/10/14
3112,"2",14/03/12
3113,"0",15/09/23
3114,"2",07/11/14
3115,"1",07/10/07
3116,"0",12/12/26
3117,"1",15/08/23
3118,"2",15/05/14
3119,"1",06/09/07
3120,"3",06/10/25
3121,"1",07/08/15
3122,"2",09/02/16
3123,"0",15/03/22
3124,"0",11/09/15
3125,"0",06/04/10
3126,"3",10/02/18
3127,"3",09/03/10
3128,"3",07/01/13
3129,"2",06/02/23
3130,"3",07/01/05
3131,"0",11/11/08
3132,"2",10/02/10
3133,"0",14/09/16
3134,"0",15/03/21
3135,"1",14/03/03
3136,"0",11/05/16
3137,"2",09/03/07
3138,"2",07/03/15
3139,"0",07/08/02
3140,"3",09/12/01
3141,"0",06/04/26
3142,"0",08/11/21
3143,"3",08/02/27
3144,"1",14/01/14
3145,"0",15/07/04
3146,"3",13/04/27
3147,"1",10/05/16
3148,"0",09/06/06
3149,"3",10/11/05
3150,"3",07/12/13
3151,"3",08/10/25
3152,"0",15/07/21
3153,"1",07/03/25
3154,"0",13/09/07
3155,"1",11/01/24
3156,"0",06/08/16
3157,"1",13/07/24
3158,"0",07/06/06
3159,"1",06/04/08
3160,"2",10/03/27
3161,"3",13/05/06
3162,"1",08/06/15
3163,"0",09/10/10
3164,"3",14/07/03
3165,"0",08/04/04
3166,"1",10/06/15
3167,"1",07/04/25
3168,"1",15/10/19
3169,"2",14/10/12
3170,"2",08/10/12
3171,"0",09/02/19
3172,"2",11/03/05
3173,"2",15/03/19
3174,"2",08/03/08
3175,"1",10/02/01
3176,"3",14/11/26
3177,"2",06/06/08
3178,"0",15/02/05
3179,"0",08/03/17
3180,"3",07/07/12
3181,"1",09/06/07
3182,"0",07/10/01
3183,"2",08/10/08
3184,"3",09/07/08
3185,"3",15/06/19
3186,"3",15/09/01
3187,"2",14/04/14
3188,"0",07/08/20
3189,"0",08/02/02
3190,"2",13/07/11
3191,"2",08/05/26
3192,"3",13/02/17
3193,"3",07/12/14
3194,"0",12/04/27
3195,"3",10/09/04
3196,"1",13/01/16
3197,"3",12/12/25
3198,"0",14/01/17
3199,"1",09/05/05
3200,"3",08/07/25
3201,"3",10/10/01
3202,"3",09/10/24
3203,"3",11/05/25
3204,"3",13/03/06
3205,"0",10/10/24
3206,"0",09/08/27
3207,"2",15/03/07
3208,"0",06/03/17
3209,"1",09/02/18
3210,"2",12/08/08
3211,"2",12/10/02
3212,"2",11/02/06
3213,"3",07/10/16
3214,"1",06/02/07
3215,"3",11/03/22
3216,"2",09/05/18
3217,"0",14/01/16
3218,"3",15/01/23
3219,"3",10/03/06
3220,"2",07/12/06
3221,"2",13/10/18
3222,"3",15/12/25
3223,"3",06/02/26
3224,"1",15/09/14
3225,"2",14/04/11
3226,"3",08/02/26
3227,"1",09/12/17
3228,"2",13/12/05
3229,"1",06/08/23
3230,"0",10/04/12
3231,"1",15/10/27
3232,"2",11/09/20
3233,"3",06/09/08
3234,"3",11/11/12
3235,"3",06/01/21
3236,"2",13/12/04
3237,"3",10/06/18
3238,"0",09/02/18
3239,"2",13/05/09
3240,"1",11/02/10
3241,"2",14/02/01
3242,"1",07/03/23
3243,"3",14/06/10
3244,"1",14/04/07
3245,"1",08/10/05
3246,"1",15/09/14
3247,"2",14/05/18
3248,"0",07/11/10
3249,"2",15/02/27
3250,"3",08/02/14
3251,"2",10/07/16
3252,"1",10/05/27
3253,"1",09/10/01
3254,"3",14/02/25
3255,"3",13/12/23
3256,"3",15/01/23
3257,"1",10/04/03
3258,"3",08/01/25
3259,"1",09/12/26
3260,"0",15/03/04
3261,"0",11/12/11
3262,"1",10/12/21
3263,"0",10/04/01
3264,"1",11/11/04
3265,"3",06/02/17
3266,"1",09/04/02
3267,"3",11/05/04
3268,"2",14/09/19
3269,"1",06/07/17
3270,"2",13/04/22
3271,"1",07/03/09
3272,"2",13/10/15
3273,"2",08/07/02
3274,"1",07/10/23
3275,"2",13/02/11
3276,"1",09/12/10
3277,"0",14/06/09
3278,"2",07/02/03
3279,"0",08/03/03
3280,"1",06/05/12
3281,"2",11/10/08
3282,"3",14/04/12
3283,"1",13/11/14
3284,"3",15/11/26
3285,"1",10/03/19
3286,"1",09/09/16
3287,"1",07/06/22
3288,"0",12/10/07
3289,"3",10/05/01
3290,"2",06/09/06
3291,"2",13/12/27
3292,"1",12/02/01
3293,"0",07/09/07
3294,"2",11/05/22
3295,"0",07/10/07
3296,"2",09/09/05
3297,"3",07/11/09
3298,"0",14/01/08
3299,"2",07/05/22
3300,"2",12/11/27
3301,"0",13/04/18
3302,"3",06/07/26
3303,"3",12/05/02
3304,"2",15/07/20
3305,"1",15/12/05
3306,"2",14/10/13
3307,"0",15/03/07
3308,"2",07/11/11
3309,"2",10/11/15
3310,"1",11/02/17
3311,"1",06/06/26
3312,"2",14/04/26
3313,"1",15/07/11
3314,"3",14/01/05
3315,"2",10/12/17
3316,"3",06/09/23
3317,"0",13/12/21
3318,"2",11/03/27
3319,"2",09/05/03
3320,"1",07/03/24
3321,"3",08/02/23
3322,"2",15/05/15
3323,"3",14/01/08
3324,"2",07/02/03
3325,"2",08/02/12
3326,"0",06/10/19
3327,"0",14/05/22
3328,"3",12/04/04
3329,"1",13/04/26
3330,"0",11/08/12
3331,"1",06/06/22
3332,"0",13/09/15
3333,"3",06/09/27
3334,"0",09/06/02
3335,"0",09/04/14
3336,"1",07/12/27
3337,"3",10/05/18
3338,"2",07/02/07
3339,"3",11/04/06
3340,"0",14/04/07
3341,"2",06/01/26
3342,"0",06/04/26
3343,"1",09/09/12
3344,"2",06/07/26
3345,"1",12/05/06
3346,"2",15/12/04
3347,"0",13/05/13
3348,"3",10/11/18
3349,"0",06/10/02
3350,"3",14/03/17
3351,"3",15/04/21
3352,"2",07/04/11
3353,"0",14/12/07
3354,"1",09/01/02
3355,"1",07/02/18
3356,"3",12/11/05
3357,"3",11/04/14
3358,"2",06/11/12
3359,"2",10/09/11
3360,"1",08/12/04
3361,"1",06/10/13
3362,"1",11/10/10
3363,"3",08/12/24
3364,"3",14/07/23
3365,"3",06/07/04
3366,"1",06/02/22
3367,"2",07/04/12
3368,"0",12/06/10
3369,"1",11/03/20
3370,"2",08/11/09
3371,"0",09/01/10
3372,"1",10/08/20
3373,"1",08/03/16
3374,"1",11/01/06
3375,"1",11/01/24
3376,"3",13/07/10
3377,"3",11/07/20
3378,"0",10/11/05
3379,"0",13/07/11
3380,"1",14/02/23
3381,"3",08/08/14
3382,"1",10/11/07
3383,"0",06/08/04
3384,"1",11/06/17
3385,"1",07/10/19
3386,"0",14/10/03
3387,"3",09/08/10
3388,"0",12/08/04
3389,"2",11/10/27
3390,"3",11/05/09
3391,"0",07/05/04
3392,"3",06/08/24
3393,"0",13/09/11
3394,"2",07/01/20
3395,"0",08/02/27
3396,"3",10/02/07
3397,"3",10/06/17
3398,"0",10/10/07
3399,"3",13/12/14
3400,"1",08/12/27
3401,"3",14/02/13
3402,"1",14/04/27
3403,"2",14/11/06
3404,"2",12/05/06
3405,"2",09/10/27
3406,"0",13/12/16
3407,"2",08/01/16
3408,"3",10/07/13
3409,"1",15/10/27
3410,"2",13/06/07
3411,"3",08/09/24
3412,"3",15/05/17
3413,"3",11/07/12
3414,"0",10/03/03
3415,"2",15/04/14
3416,"2",14/04/19
3417,"3",06/05/03
3418,"3",09/04/10
3419,"3",07/10/16
3420,"3",07/01/11
3421,"1",15/01/25
3422,"0",12/08/23
3423,"0",14/09/04
3424,"2",14/04/12
3425,"3",06/08/27
3426,"0",12/05/27
3427,"3",06/08/11
3428,"1",14/10/16
3429,"2",07/01/09
3430,"1",07/02/12
3431,"3",11/12/09
3432,"1",08/11/26
3433,"0",12/09/12
3434,"0",06/05/01
3435,"2",12/02/09
3436,"0",15/07/14
3437,"1",10/09/04
3438,"1",13/06/06
3439,"2",07/01/18
3440,"2",12/12/25
3441,"0",07/01/26
3442,"3",15/02/23
3443,"1",11/12/17
3444,"1",09/01/02
4591,"2",12/06/12
4592,"2",09/09/07
4593,"1",15/01/01
4594,"3",11/08/11
4595,"1",08/02/24
4596,"1",09/01/14
4597,"3",11/08/20
4598,"1",15/09/18
4599,"1",07/02/20
4600,"2",11/09/21
4601,"0",08/09/22
4602,"2",13/09/24
4603,"1",15/04/25
4604,"3",11/11/10
4605,"0",09/03/25
4606,"0",07/04/14
4607,"3",08/11/11
4608,"0",13/12/25
4609,"3",06/07/24
4610,"0",14/08/16
4611,"3",12/03/04
4612,"0",12/11/04
4613,"1",08/11/20
4614,"0",14/05/07
4615,"3",09/07/25
4616,"0",13/09/08
4617,"0",15/09/04
4618,"1",14/04/19
4619,"2",06/01/25
4620,"3",08/03/04
4621,"0",11/04/15
4622,"2",10/08/16
4623,"0",13/09/19
4624,"1",07/08/17
4625,"3",07/10/07
4626,"0",07/11/15
4627,"1",09/03/18
4628,"2",11/07/14
4629,"3",06/06/21
4630,"3",15/08/22
4631,"0",11/09/13
4632,"3",15/03/10
4633,"3",09/02/10
4634,"3",09/09/02
4635,"2",14/06/14
4636,"0",06/12/26
4637,"2",14/09/26
4638,"3",09/06/23
4639,"2",12/07/15
4640,"0",08/03/12
4641,"1",08/09/09
4642,"2",08/03/11
4643,"1",14/04/16
4644,"2",07/09/25
4645,"1",13/05/26
4646,"2",06/01/05
4647,"2",15/07/06
4648,"3",12/11/18
4649,"2",08/07/17
4650,"2",12/12/08
4651,"3",08/03/12
4652,"3",08/07/15
4653,"0",11/02/16
4654,"0",09/06/21
4655,"2",10/01/02
4656,"2",07/12/19
4657,"1",07/09/24
4658,"0",14/05/14
4659,"2",15/01/19
4660,"1",11/06/10
4661,"1",12/08/06
4662,"2",14/08/07
4663,"0",14/09/18
4664,"1",11/05/05
4665,"0",11/01/04
4666,"3",14/10/07
4667,"1",10/04/20
4668,"0",08/01/23
4669,"1",10/07/13
4670,"2",13/08/03
4671,"2",12/03/18
4672,"0",08/07/26
4673,"2",09/08/11
4674,"2",08/10/04
4675,"3",10/06/14
4676,"0",15/12/08
4677,"3",10/03/03
4678,"2",10/05/04
4679,"1",09/07/05
4680,"3",13/09/21
4681,"2",10/10/06
4682,"0",06/10/16
4683,"2",09/05/19
4684,"3",12/09/06
4685,"1",08/04/24
4686,"1",07/08/15
4687,"1",10/01/13
4688,"0",07/01/22
4689,"1",06/07/11
4690,"3",14/09/13
4691,"2",10/11/25
4692,"3",10/05/02
4693,"2",15/07/04
4694,"0",15/08/25
4695,"1",14/09/07
4696,"1",06/11/11
4697,"2",09/03/16
4698,"0",11/11/15
4699,"1",14/06/02
4700,"1",09/06/02
4701,"3",10/10/26
4702,"0",12/06/26
4703,"1",15/11/11
